miRNA, Clontech_trimmed.1.fq, Clontech_trimmed.2.fq, Clontech_trimmed.3.fq, Clontech_trimmed.4.fq, Clontech_trimmed.5.fq, Clontech_trimmed.6.fq, Clontech_trimmed.7.fq, Clontech_trimmed.8.fq, Clontech_trimmed.9.fq, Clontech_trimmed.10.fq, Clontech_trimmed.11.fq, Clontech_trimmed.12.fq, Clontech_trimmed.13.fq, Clontech_trimmed.14.fq, Clontech_trimmed.15.fq, Clontech_trimmed.16.fq, Clontech_trimmed.17.fq, Clontech_trimmed.18.fq, Clontech_trimmed.1_acc.fq, Clontech_trimmed.2_acc.fq, Clontech_trimmed.3_acc.fq, Illumina_trimmed.1.fq, Illumina_trimmed.2.fq, Illumina_trimmed.3.fq, Illumina_trimmed.4.fq, Illumina_trimmed.5.fq, Illumina_trimmed.6.fq, Illumina_trimmed.7.fq, Illumina_trimmed.8.fq, Illumina_trimmed.9.fq, Illumina_trimmed.1_acc.fq, Illumina_trimmed.2_acc.fq, Illumina_trimmed.3_acc.fq, NEB_trimmed.1.fq, NEB_trimmed.2.fq, NEB_trimmed.3.fq, NEB_trimmed.4.fq, NEB_trimmed.5.fq, NEB_trimmed.6.fq, NEB_trimmed.7.fq, NEB_trimmed.8.fq, NEB_trimmed.9.fq, NEB_trimmed.10.fq, NEB_trimmed.11.fq, NEB_trimmed.12.fq, NEB_trimmed.1_acc.fq, NEB_trimmed.2_acc.fq, NEB_trimmed.3_acc.fq, NEXT_trimmed.1.fq, NEXT_trimmed.1.fq, NEXT_trimmed.2.fq, NEXT_trimmed.3.fq, NEXT_trimmed.4.fq, NEXT_trimmed.5.fq, NEXT_trimmed.6.fq, NEXT_trimmed.7.fq, NEXT_trimmed.8.fq, NEXT_trimmed.9.fq, NEXT_trimmed.10.fq, NEXT_trimmed.11.fq, NEXT_trimmed.12.fq, NEXT_trimmed.13.fq, NEXT_trimmed.14.fq, NEXT_trimmed.15.fq, NEXT_trimmed.16.fq, NEXT_trimmed.17.fq, NEXT_trimmed.18.fq, NEXT_trimmed.1_acc.fq, NEXT_trimmed.2_acc.fq, NEXT_trimmed.3_acc.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_2_TEST.fq, directional_dedupped_Ns_kept_3_TEST.fq, directional_dedupped_Ns_kept_4_TEST.fq, directional_dedupped_Ns_kept_5_TEST.fq, directional_dedupped_Ns_kept_6_TEST.fq, directional_dedupped_Ns_kept_7_TEST.fq, directional_dedupped_Ns_kept_8_TEST.fq, directional_dedupped_Ns_kept_9_TEST.fq, directional_dedupped_Ns_kept_10_TEST.fq, directional_dedupped_Ns_kept_11_TEST.fq, directional_dedupped_Ns_kept_12_TEST.fq, directional_dedupped_Ns_kept_13_TEST.fq, directional_dedupped_Ns_kept_14_TEST.fq, directional_dedupped_Ns_kept_15_TEST.fq, directional_dedupped_Ns_kept_16_TEST.fq, directional_dedupped_Ns_kept_17_TEST.fq, directional_dedupped_Ns_kept_18_TEST.fq, directional_dedupped_Ns_kept_1_acc_TEST.fq, directional_dedupped_Ns_kept_2_acc_TEST.fq, directional_dedupped_Ns_kept_3_acc_TEST.fq
hsa-miR-506-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 80, 0, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0
hsa-miR-508-3p, 23, 24, 0, 0, 22, 0, 32, 26, 72, 0, 0, 0, 0, 33, 0, 35, 75, 0, 181, 127, 395, 5, 6, 9, 6, 5, 0, 0, 9, 0, 13, 11, 13, 50, 57, 21, 17, 59, 51, 78, 81, 69, 85, 103, 108, 136, 143, 176, 9, 9, 26, 2, 46, 14, 19, 48, 65, 54, 57, 53, 23, 97, 93, 74, 91, 121, 67, 453, 971, 540, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 10, 4, 0, 11, 19, 19, 21, 19, 13, 22, 25, 30, 25, 49, 31, 315, 504, 346
hsa-miR-508-5p, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 335, 289, 886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 5, 0, 10, 0, 0, 0, 0, 0, 21, 15, 0, 33, 51, 62, 95, 96, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 54, 0, 33, 67, 42, 31, 0, 36, 27, 618, 1196, 702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 8, 0, 3, 5, 6, 3, 0, 5, 2, 454, 628, 462
hsa-miR-5087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5088-3p, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 55, 0, 53, 33, 29, 141, 0, 0, 0, 54, 76, 36, 63, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 12, 6, 5, 0, 0
hsa-miR-5088-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 0, 0, 0, 32, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 75, 83, 0, 56, 45, 154, 89, 69, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5089-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 37, 0, 0, 0, 0, 73, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5089-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 46, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
hsa-miR-509-3-5p, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 35, 0, 0, 23, 17, 62, 22, 45, 59, 72, 97, 49, 61, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 17, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 39, 0, 0
hsa-miR-509-3p, 0, 13, 0, 0, 0, 13, 0, 0, 36, 0, 33, 0, 0, 0, 0, 0, 0, 0, 78, 84, 231, 0, 7, 3, 7, 0, 4, 0, 4, 6, 14, 28, 27, 48, 35, 15, 14, 35, 33, 41, 21, 40, 57, 41, 78, 57, 85, 69, 21, 21, 0, 9, 24, 15, 10, 42, 102, 43, 47, 50, 16, 182, 73, 77, 64, 81, 73, 356, 704, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 6, 3, 9, 20, 16, 15, 17, 9, 36, 18, 16, 23, 25, 17, 279, 418, 310
hsa-miR-509-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 39, 0, 46, 0, 0, 226, 239, 627, 0, 0, 0, 0, 0, 13, 0, 0, 0, 8, 7, 0, 73, 65, 34, 34, 59, 100, 220, 124, 124, 268, 224, 349, 234, 231, 197, 0, 0, 0, 5, 35, 9, 15, 78, 98, 80, 82, 67, 40, 132, 75, 83, 70, 97, 111, 720, 1412, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 0, 8, 13, 12, 27, 19, 9, 26, 21, 21, 24, 27, 34, 499, 785, 458
hsa-miR-5090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 23, 0, 54, 0, 35, 0, 0, 0, 0, 0, 16, 0, 5, 0, 78, 73, 36, 62, 60, 150, 55, 0, 33, 47, 38, 64, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 11, 9, 6, 15, 19, 20, 7, 0, 10, 11, 12, 16, 0, 4
hsa-miR-5091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 34, 49, 39, 0, 32, 34, 97, 69, 35, 70, 54, 89, 67, 50, 59, 0, 0, 0, 39, 0, 0, 0, 0, 20, 7, 0, 0, 0, 0, 0, 0, 0, 19, 33, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0
hsa-miR-5092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 42, 0, 18, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 12, 0, 54, 0, 0, 0, 25, 0, 10, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0
hsa-miR-5095, 0, 0, 0, 0, 0, 66, 0, 137, 0, 0, 0, 0, 0, 0, 91, 0, 0, 95, 0, 117, 278, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 0, 0, 59, 0, 51, 0, 65, 85, 132, 0, 85, 113, 115, 190, 81, 79, 96, 0, 0, 0, 0, 47, 0, 0, 0, 123, 86, 82, 0, 48, 149, 110, 95, 66, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 9, 7, 0, 0, 0, 0, 0
hsa-miR-5096, 125, 128, 89, 54, 168, 78, 222, 174, 226, 86, 184, 75, 101, 147, 159, 145, 224, 169, 183, 217, 549, 38, 40, 33, 45, 45, 73, 24, 66, 51, 20, 17, 0, 182, 209, 113, 97, 192, 234, 344, 223, 205, 351, 329, 538, 279, 353, 279, 49, 49, 118, 98, 146, 96, 48, 253, 318, 315, 294, 259, 262, 604, 385, 364, 287, 319, 353, 232, 443, 356, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 7, 34, 22, 6, 22, 37, 49, 62, 43, 47, 69, 54, 51, 60, 73, 82, 66, 57, 64
hsa-miR-510-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-510-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 66, 178, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 24, 41, 11, 0, 0, 0, 27, 32, 30, 0, 41, 87, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 3, 4, 0, 27, 43, 29
hsa-miR-5100, 2040, 1928, 1930, 918, 2751, 1721, 3662, 2950, 2971, 1496, 3297, 1228, 1326, 2209, 2184, 2297, 2593, 2348, 2254, 2711, 7988, 50, 58, 44, 48, 0, 62, 26, 55, 43, 0, 0, 14, 405, 421, 273, 271, 375, 531, 892, 505, 485, 637, 616, 1029, 513, 586, 481, 162, 162, 0, 0, 611, 284, 327, 677, 1207, 1031, 923, 976, 803, 1915, 1278, 1260, 737, 1005, 966, 738, 1218, 859, 21, 21, 21, 21, 21, 21, 21, 21, 21, 0, 0, 175, 121, 52, 96, 258, 269, 310, 307, 249, 338, 280, 305, 283, 376, 330, 312, 275, 246
hsa-miR-511-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 5, 5, 2, 0, 0, 11, 0, 0, 0, 22, 23, 24, 41, 44, 53, 34, 60, 19, 34, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 31, 26, 0, 89, 30, 38, 7, 51, 39, 7, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 0, 8, 3, 4, 3, 12, 5, 3, 0, 3
hsa-miR-511-5p, 0, 25, 0, 0, 0, 0, 68, 0, 92, 36, 54, 0, 0, 49, 43, 70, 106, 0, 228, 245, 694, 6, 7, 0, 10, 0, 6, 0, 0, 0, 5, 6, 12, 223, 282, 105, 43, 132, 193, 337, 219, 207, 255, 331, 442, 260, 289, 306, 0, 0, 19, 70, 35, 14, 12, 62, 81, 74, 86, 73, 60, 245, 153, 104, 112, 128, 116, 809, 1746, 943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 5, 3, 6, 17, 15, 25, 14, 11, 39, 24, 17, 35, 34, 40, 357, 482, 363
hsa-miR-512-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 184, 536, 0, 0, 0, 0, 0, 4, 0, 0, 0, 9, 19, 12, 0, 0, 0, 0, 44, 0, 85, 0, 0, 60, 54, 118, 138, 141, 164, 0, 0, 0, 4, 9, 0, 0, 0, 29, 0, 0, 0, 0, 90, 34, 38, 44, 0, 0, 180, 433, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 7, 3, 6, 5, 0, 0, 138, 267, 175
hsa-miR-512-5p, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 185, 469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 81, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 43, 29
hsa-miR-513a-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 19, 0, 0, 0, 0, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 25, 0, 40, 62, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 15, 33, 19
hsa-miR-513a-5p, 0, 0, 0, 0, 31, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 96, 107, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 17, 24, 18, 22, 24, 0, 0, 0, 3, 24, 0, 5, 22, 34, 31, 28, 20, 0, 120, 45, 78, 12, 14, 39, 121, 469, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 9, 6, 9, 5, 0, 14, 7, 4, 5, 6, 8, 91, 203, 107
hsa-miR-513b-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-513b-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 17, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 8, 19, 0, 17, 57, 35, 20, 26, 21, 21, 18, 14, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 5, 6, 7, 3, 6, 7, 6, 7, 7, 6
hsa-miR-513c-3p, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 22, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 66, 21, 45, 25, 0, 23, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 8, 4, 2, 6, 0, 5, 0, 11, 0
hsa-miR-513c-5p, 60, 44, 49, 23, 61, 42, 72, 47, 100, 33, 48, 23, 24, 40, 41, 61, 76, 50, 47, 55, 131, 3, 9, 0, 3, 5, 6, 3, 0, 4, 0, 0, 3, 37, 39, 33, 17, 49, 47, 102, 51, 34, 78, 77, 96, 36, 34, 39, 71, 71, 30, 14, 89, 33, 54, 152, 214, 157, 182, 138, 109, 452, 198, 220, 220, 236, 220, 133, 189, 131, 12, 12, 12, 12, 12, 12, 12, 12, 12, 7, 5, 42, 22, 9, 33, 67, 62, 83, 56, 54, 109, 70, 88, 98, 100, 98, 64, 61, 62
hsa-miR-514a-3p, 0, 0, 0, 9, 22, 0, 0, 0, 51, 0, 0, 0, 24, 17, 0, 19, 64, 0, 130, 144, 414, 4, 0, 2, 0, 6, 6, 2, 0, 6, 5, 6, 5, 126, 115, 49, 43, 93, 155, 388, 263, 239, 560, 639, 858, 1873, 1936, 2409, 0, 0, 8, 0, 0, 4, 7, 9, 32, 12, 31, 36, 24, 96, 67, 33, 60, 113, 67, 431, 954, 516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 5, 3, 10, 10, 7, 20, 15, 14, 22, 34, 29, 317, 487, 353
hsa-miR-514a-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 25, 0, 28, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 15, 39, 42, 27, 20, 32, 26, 17, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 6, 4, 2, 6, 5, 3, 0, 5
hsa-miR-514b-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-514b-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 8, 43, 0, 0, 0, 0, 38, 0, 0, 24, 24, 29, 22, 11, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 2, 4, 3, 2, 2
hsa-miR-515-3p, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 80, 200, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 10
hsa-miR-515-5p, 0, 43, 0, 0, 71, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 123, 302, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 12, 10, 0, 24, 33, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 17, 19, 7
hsa-miR-516a-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
